,status,ensemble,tuw,list,dlr,GDACS_ID,equi7_grid_code,country,iso3,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry
163,Processed,65.2124,65.4208,83.1928,84.8004,FL-1102411,EU020M,France,FRA,1102411,Green,1,2024-01-02T01:00:00,2024-01-04T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102411&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102411&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102411,"{'type': 'Point', 'coordinates': [6.1296751, 49.8158683]}"
164,Processed,23.0048,93.78,58.8316,90.2968,FL-1102494,EU020M,Italy,ITA,1102494,Green,1,2024-02-24T01:00:00,2024-03-11T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102494&episodeid=5,https://www.gdacs.org/report.aspx?eventid=1102494&episodeid=5&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102494,"{'type': 'Point', 'coordinates': [14.2254818, 40.8438464]}"
165,Processed,1.6692,14.034,2.4796,13.9344,FL-1102471,EU020M,Italy,ITA,1102471,Green,1,2024-02-09T01:00:00,2024-02-11T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102471&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102471&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102471,"{'type': 'Point', 'coordinates': [9.2669559, 44.3367625]}"
166,Processed,12.6092,16.908,36.422,43.49,FL-1102468,EU020M,France,FRA,1102468,Green,1,2024-02-09T01:00:00,2024-02-11T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102468&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102468&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102468,"{'type': 'Point', 'coordinates': [7.2812959, 43.7168085]}"
167,Processed,142.848,182.7468,160.4924,238.8328,FL-1102550,EU020M,France,FRA,1102550,Green,1,2024-03-29T01:00:00,2024-04-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102550&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102550&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102550,"{'type': 'Point', 'coordinates': [4.3373194, 47.6241674]}"
168,Processed,4.3488,67.7724,11.8,11.0632,FL-1102551,EU020M,Italy,ITA,1102551,Green,1,2024-03-30T01:00:00,2024-04-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102551&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102551&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102551,"{'type': 'Point', 'coordinates': [8.6204535, 45.875366]}"
169,Processed,111.2136,213.5076,129.3836,230.8356,FL-1102509,EU020M,France,FRA,1102509,Green,1,2024-03-04T01:00:00,2024-03-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102509&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102509&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102509,"{'type': 'Point', 'coordinates': [-0.605126444043871, 44.88374595]}"
170,Processed,465.0084,278.4716,741.25,748.122,FL-1102595,EU020M,France,FRA,1102595,Green,1,2024-04-27T01:00:00,2024-05-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102595&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1102595&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102595,"{'type': 'Point', 'coordinates': [5.8605, 48.0095]}"
171,Processed,190.4968,350.1288,284.042,264.778,FL-1102638,EU020M,Italy,ITA,1102638,Green,1,2024-05-20T01:00:00,2024-06-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102638&episodeid=7,https://www.gdacs.org/report.aspx?eventid=1102638&episodeid=7&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102638,"{'type': 'Point', 'coordinates': [11.8416767827158, 46.6509279]}"
172,Processed,30.6528,152.1988,56.4648,98.96,FL-1102663,EU020M,Switzerland,CHE,1102663,Green,1,2024-05-31T01:00:00,2024-06-11T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102663&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102663&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102663,"{'type': 'Point', 'coordinates': [8.6774281, 47.2208832]}"
173,Processed,824.2468,761.9704,1181.632,2383.2196,FL-1102602,EU020M,Germany,DEU,1102602,Green,1,2024-05-02T01:00:00,2024-06-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102602&episodeid=11,https://www.gdacs.org/report.aspx?eventid=1102602&episodeid=11&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102602,"{'type': 'Point', 'coordinates': [6.5555505, 51.6678761]}"
174,Processed,22.4184,54.4468,78.1784,70.3412,FL-1102632,EU020M,Netherlands,NLD,1102632,Green,1,2024-05-17T01:00:00,2024-05-21T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102632&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102632&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102632,"{'type': 'Point', 'coordinates': [6.1443119, 53.2540233]}"
175,Processed,20.338,61.376,78.1784,49.526,FL-1102619,EU020M,Belgium,BEL,1102619,Green,1,2024-05-12T01:00:00,2024-05-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102619&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102619&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102619,"{'type': 'Point', 'coordinates': [5.83901598169723, 50.746555]}"
176,Processed,0.0,1.6756,0.0,2.4616,FL-1102614,EU020M,Italy,ITA,1102614,Green,1,2024-05-08T01:00:00,2024-05-10T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102614&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102614&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102614,"{'type': 'Point', 'coordinates': [13.3524434, 38.1112268]}"
177,Processed,9.2612,49.7376,16.8712,70.0404,FL-1102603,EU020M,Netherlands,NLD,1102603,Green,1,2024-05-02T01:00:00,2024-05-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102603&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102603&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102603,"{'type': 'Point', 'coordinates': [5.81370999914956, 50.86094405]}"
178,Processed,28.8564,82.2552,54.2296,71.4904,FL-1102714,EU020M,Italy,ITA,1102714,Green,1,2024-06-21T01:00:00,2024-08-04T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102714&episodeid=8,https://www.gdacs.org/report.aspx?eventid=1102714&episodeid=8&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102714,"{'type': 'Point', 'coordinates': [11.039437, 44.525696]}"
179,Processed,45.5824,204.7536,12.2368,152.0484,FL-1102732,EU020M,Belgium,BEL,1102732,Green,1,2024-06-29T01:00:00,2024-07-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102732&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102732&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102732,"{'type': 'Point', 'coordinates': [5.43980394161471, 49.96379985]}"
180,Processed,28.8564,82.2552,54.2296,71.4904,FL-1102713,EU020M,Switzerland,CHE,1102713,Green,1,2024-06-21T01:00:00,2024-07-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102713&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1102713&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102713,"{'type': 'Point', 'coordinates': [8.5605954, 46.518436]}"
181,Processed,422.2172,868.37,680.7032,1121.7312,FL-1102677,EU020M,France,FRA,1102677,Green,1,2024-06-08T01:00:00,2024-07-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102677&episodeid=11,https://www.gdacs.org/report.aspx?eventid=1102677&episodeid=11&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102677,"{'type': 'Point', 'coordinates': [5.1377537, 48.4433253]}"
182,Processed,1.7692,34.1676,6.2832,25.304,FL-1102731,EU020M,Austria,AUT,1102731,Green,1,2024-06-27T01:00:00,2024-06-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102731&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102731&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102731,"{'type': 'Point', 'coordinates': [15.1666665, 47.2500001]}"
183,Processed,4.296,60.7068,35.7132,57.6692,FL-1102712,EU020M,Germany,DEU,1102712,Green,1,2024-06-21T01:00:00,2024-06-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102712&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102712&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102712,"{'type': 'Point', 'coordinates': [10.000654, 53.550341]}"
184,Processed,1.7592,28.9052,27.614,40.8464,FL-1102705,EU020M,Belgium,BEL,1102705,Green,1,2024-06-18T01:00:00,2024-06-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102705&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102705&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102705,"{'type': 'Point', 'coordinates': [5.3993597629712, 50.15454005]}"
185,Processed,23.7108,74.8576,60.8232,109.1556,FL-1102706,EU020M,Netherlands,NLD,1102706,Green,1,2024-06-18T01:00:00,2024-06-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102706&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102706&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102706,"{'type': 'Point', 'coordinates': [5.3927310581764, 51.40770635]}"
186,Processed,56.486,137.7476,110.5232,106.0508,FL-1102664,EU020M,Austria,AUT,1102664,Green,1,2024-06-03T01:00:00,2024-06-10T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102664&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102664&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102664,"{'type': 'Point', 'coordinates': [16.3121335, 47.193792]}"
187,Processed,13.274,146.8864,50.876,600.3372,FL-1102803,EU020M,Germany,DEU,1102803,Green,1,2024-08-01T01:00:00,2024-08-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102803&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1102803&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102803,"{'type': 'Point', 'coordinates': [8.5980244, 49.124118]}"
188,Processed,0.5872,6.3568,1.5836,29.8808,FL-1102801,EU020M,Belgium,BEL,1102801,Green,1,2024-08-01T01:00:00,2024-08-02T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102801&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102801&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102801,"{'type': 'Point', 'coordinates': [5.4865309, 50.8500788]}"
189,Processed,6.5552,68.0228,47.1076,83.3984,FL-1102771,EU020M,France,FRA,1102771,Green,1,2024-07-20T01:00:00,2024-08-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102771&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102771&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102771,"{'type': 'Point', 'coordinates': [6.9037077, 48.9154719]}"
190,Processed,9.478,103.6672,158.228,115.9832,FL-1102751,EU020M,Germany,DEU,1102751,Green,1,2024-07-10T01:00:00,2024-07-24T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102751&episodeid=5,https://www.gdacs.org/report.aspx?eventid=1102751&episodeid=5&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102751,"{'type': 'Point', 'coordinates': [9.9972782, 51.705401]}"
191,Processed,9.478,103.6672,158.228,115.9832,FL-1102757,EU020M,Netherlands,NLD,1102757,Green,1,2024-07-12T01:00:00,2024-07-22T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102757&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102757&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102757,"{'type': 'Point', 'coordinates': [5.4045572, 51.4190691]}"
192,Processed,4.3624,111.072,6.92,65.9328,FL-1102753,EU020M,Austria,AUT,1102753,Green,1,2024-07-11T01:00:00,2024-07-17T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102753&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102753&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102753,"{'type': 'Point', 'coordinates': [14.8297233, 47.2147399]}"
193,Processed,6.6548,168.8268,13.6648,5.3632,FL-1102749,EU020M,Belgium,BEL,1102749,Green,1,2024-07-09T01:00:00,2024-07-09T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102749&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102749&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102749,"{'type': 'Point', 'coordinates': [4.35123337611662, 50.8550018]}"
194,Processed,11.408,47.9804,15.258,62.3348,FL-1102833,EU020M,Italy,ITA,1102833,Green,1,2024-08-14T01:00:00,2024-10-10T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102833&episodeid=22,https://www.gdacs.org/report.aspx?eventid=1102833&episodeid=22&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102833,"{'type': 'Point', 'coordinates': [9.7179982, 45.6843709]}"
195,Processed,1.8908,12.038,8.834,35.168,FL-1102881,EU020M,Switzerland,CHE,1102881,Green,1,2024-09-01T01:00:00,2024-09-08T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102881&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102881&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102881,"{'type': 'Point', 'coordinates': [8.5173652, 47.1679898]}"
196,Processed,4.2208,50.0012,18.7012,20.7684,FL-1102873,EU020M,France,FRA,1102873,Green,1,2024-08-30T01:00:00,2024-09-02T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102873&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102873&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102873,"{'type': 'Point', 'coordinates': [-2.76334926955883, 47.82598115]}"
197,Processed,1.3436,26.8156,1.1612,21.8624,FL-1102875,EU020M,Italy,ITA,1102875,Green,1,2024-09-01T01:00:00,2024-09-02T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102875&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102875&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102875,"{'type': 'Point', 'coordinates': [11.338594, 45.519292]}"
198,Processed,6.2608,71.8456,3.0804,111.7112,FL-1102835,EU020M,Austria,AUT,1102835,Green,1,2024-08-13T01:00:00,2024-08-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102835&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1102835&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102835,"{'type': 'Point', 'coordinates': [14.4567136, 47.1083154]}"
199,Processed,8.1424,100.6172,40.5612,40.7016,FL-1102831,EU020M,Belgium,BEL,1102831,Green,1,2024-08-14T01:00:00,2024-08-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102831&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102831&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102831,"{'type': 'Point', 'coordinates': [4.3588917, 51.0606816]}"
200,Processed,0.14,3.9704,1.58,23.4472,FL-1102823,EU020M,Switzerland,CHE,1102823,Green,1,2024-08-12T01:00:00,2024-08-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102823&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102823&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102823,"{'type': 'Point', 'coordinates': [8.0303006, 46.7560001]}"
201,Processed,6.5396,35.7616,12.6056,28.9208,FL-1102827,EU020M,Netherlands,NLD,1102827,Green,1,2024-08-13T01:00:00,2024-08-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102827&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102827&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102827,"{'type': 'Point', 'coordinates': [4.7802673399199, 51.56437755]}"
202,Processed,95.696,70.15,112.396,133.3892,FL-1102931,EU020M,France,FRA,1102931,Green,1,2024-10-01T01:00:00,2024-10-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102931&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1102931&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102931,"{'type': 'Point', 'coordinates': [6.4314327, 43.4273183]}"
203,Processed,11.408,24.3612,11.8348,62.3348,FL-1102907,EU020M,Italy,ITA,1102907,Green,1,2024-09-17T01:00:00,2024-09-25T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102907&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1102907&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102907,"{'type': 'Point', 'coordinates': [14.619839, 40.810811]}"
204,Processed,90.9488,87.0344,105.9448,104.338,FL-1102899,EU020M,Austria,AUT,1102899,Orange,2,2024-09-12T09:00:00,2024-09-18T09:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102899&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102899&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102899,"{'type': 'Point', 'coordinates': [16.9561267467493, 49.8591058]}"
205,Processed,2.3404,15.926,8.834,55.0408,FL-1102872,EU020M,France,FRA,1102872,Green,1,2024-09-04T01:00:00,2024-09-09T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102872&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102872&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102872,"{'type': 'Point', 'coordinates': [6.8169262, 45.2769434]}"
206,Processed,82.2684,133.3668,276.2308,122.0348,FL-1102874,EU020M,Germany,DEU,1102874,Green,1,2024-09-05T01:00:00,2024-09-06T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102874&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102874&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102874,"{'type': 'Point', 'coordinates': [8.20498353806667, 53.14277695]}"
207,Processed,11.254,70.7772,31.4268,29.962,FL-1102876,EU020M,Netherlands,NLD,1102876,Green,1,2024-09-02T01:00:00,2024-09-04T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102876&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102876&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102876,"{'type': 'Point', 'coordinates': [6.45151154870584, 52.39046275]}"
208,Processed,0.3268,6.5676,1.3992,30.5488,FL-1102871,EU020M,Belgium,BEL,1102871,Green,1,2024-09-02T01:00:00,2024-09-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102871&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102871&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102871,"{'type': 'Point', 'coordinates': [5.1710529, 50.6684881]}"
209,Processed,36.7416,45.9728,41.2356,53.5864,FL-1102951,EU020M,Belgium,BEL,1102951,Green,1,2024-10-09T01:00:00,2024-10-11T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102951&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102951&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102951,"{'type': 'Point', 'coordinates': [4.4955009, 50.0524906]}"
210,Processed,0.5088,20.5036,0.012,7.882,FL-1103003,EU020M,Italy,ITA,1103003,Green,1,2024-11-08T01:00:00,2024-11-13T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103003&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1103003&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103003,"{'type': 'Point', 'coordinates': [9.5027442, 40.9232659]}"
211,Processed,3.2852,33.162,6.2348,28.9868,FL-1103001,EU020M,France,FRA,1103001,Green,1,2024-11-07T01:00:00,2024-11-09T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103001&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1103001&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103001,"{'type': 'Point', 'coordinates': [3.0105105, 42.704359]}"
212,Processed,2.4632,95.744,7.538,53.2508,FL-1103039,EU020M,Italy,ITA,1103039,Green,1,2024-12-07T01:00:00,2024-12-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103039&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1103039&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103039,"{'type': 'Point', 'coordinates': [17.9454957, 40.6375408]}"
213,Processed,20.77,12.7944,46.846,36.0032,FL-1103042,EU020M,France,FRA,1103042,Green,1,2024-12-07T01:00:00,2024-12-09T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103042&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1103042&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103042,"{'type': 'Point', 'coordinates': [0.0191831, 49.0892484]}"
214,Processed,13.7048,49.3788,17.7156,49.4192,FL-1103100,EU020M,Italy,ITA,1103100,Green,1,2025-01-27T01:00:00,2025-02-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103100&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1103100&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103100,"{'type': 'Point', 'coordinates': [9.1757016, 45.4816704]}"
215,Processed,194.6636,386.2216,265.4388,212.4868,FL-1103097,EU020M,France,FRA,1103097,Green,1,2025-01-25T01:00:00,2025-01-31T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103097&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1103097&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103097,"{'type': 'Point', 'coordinates': [-1.6414898, 48.1817122]}"
216,Processed,7.616,63.8344,3.5048,144.6272,FL-1103075,EU020M,Italy,ITA,1103075,Green,1,2025-01-07T01:00:00,2025-01-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103075&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1103075&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103075,"{'type': 'Point', 'coordinates': [15.0079363, 37.5191722]}"
217,Processed,18.9992,975.4552,12.2184,467.5924,FL-1103082,AF020M,France,FRA,1103082,Green,1,2025-01-11T01:00:00,2025-01-13T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1103082&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1103082&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1103082,"{'type': 'Point', 'coordinates': [46.4416422, -18.9249604]}"
