status,ensemble,tuw,list,dlr,GDACS_ID,equi7_grid_code,country,iso3,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,ensemble_daily_extent,tuw_daily_extent,list_daily_extent,dlr_daily_extent
Processed,0.0,0.0,,0.0,FL-4295,NA020M,USA,,4295,Green,1,2015-10-01T00:00:00,2015-10-13T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4295&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4295&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4295,"{'type': 'Point', 'coordinates': [-80.493, 33.503]}",0.0,0.0,0.0,0.0
Processed,0.0488,0.3708,0.2888,2.5632,FL-4299,EU020M,Romania,ROU,4299,Green,1,2015-10-12T00:00:00,2015-10-13T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4299&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4299&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4299,"{'type': 'Point', 'coordinates': [28.732, 44.642]}",0.0488,0.444,0.2888,2.5704000000000002
Processed,33.1472,54.8676,78.9128,60.0052,FL-1000038,OC020M,Philippines,PHL,1000038,Orange,2,2017-01-16T00:00:00,2017-02-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000038&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000038&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000038,"{'type': 'Point', 'coordinates': [122.727, 7.871]}",33.1472,54.8676,80.63600000000001,60.0052
Processed,0.6548,919.5456,37.7972,574.2404,FL-1000043,SA020M,Peru,PER,1000043,Green,1,2017-01-25T00:00:00,2017-02-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000043&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000043&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000043,"{'type': 'Point', 'coordinates': [-73.393, -14.998]}",1.0548000000000002,1387.6148,37.7972,918.102
Processed,45.4456,22.7188,69.1976,89.1072,FL-1000045,AF020M,Mozambique,MOZ,1000045,Green,1,2017-01-12T00:00:00,2017-02-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000045&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000045&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000045,"{'type': 'Point', 'coordinates': [35.125, -23.752]}",55.1576,27.898000000000003,87.8628,107.1808
Processed,6.5724,15.3748,14.4068,12.9096,FL-1000048,AF020M,Zimbabwe,ZWE,1000048,Green,1,2017-01-28T00:00:00,2017-02-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000048&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000048&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000048,"{'type': 'Point', 'coordinates': [31.107, -17.885]}",6.5724,15.3748,14.4068,12.9096
Processed,0.6328,12.6256,0.0,6.8292,FL-1000049,NA020M,Honduras,HND,1000049,Green,1,2017-01-30T00:00:00,2017-02-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000049&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000049&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000049,"{'type': 'Point', 'coordinates': [-86.787, 15.764]}",0.6328,12.6256,0.0,6.8292
Processed,196.9064,385.3644,140.4476,220.2016,FL-1000047,AS020M,Thailand,THA,1000047,green,1,2017-01-09T00:00:00,2017-01-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000047&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000047&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000047,"{'type': 'Point', 'coordinates': [99.866, 8.538]}",212.1396,441.6028,142.9932,250.19160000000002
Processed,104.3476,100.698,185.306,197.9684,FL-1000066,AF020M,Mozambique,MOZ,1000066,Green,1,2017-02-27T00:00:00,2017-03-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000066&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000066&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000066,"{'type': 'Point', 'coordinates': [34.868, -19.82]}",104.3476,100.698,185.306,197.9684
Processed,22.1112,66.328,41.9304,34.5008,FL-1000064,OC020M,Indonesia,IDN,1000064,Green,1,2017-02-25T00:00:00,2017-02-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000064&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000064&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000064,"{'type': 'Point', 'coordinates': [106.811, -6.599]}",22.1112,66.328,41.9304,34.5008
Processed,0.0828,0.0676,0.2224,0.4972,FL-1000065,AF020M,Zimbabwe,ZWE,1000065,Green,1,2017-02-26T00:00:00,2017-02-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000065&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000065&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000065,"{'type': 'Point', 'coordinates': [31.606, -20.106]}",0.0828,0.0676,0.2224,0.4972
Processed,1.192,34.9556,2.3684,573.8396,FL-1000061,SA020M,Chile,CHL,1000061,Green,1,2017-02-25T00:00:00,2017-02-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000061&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000061&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000061,"{'type': 'Point', 'coordinates': [-70.695, -33.447]}",2.2908,46.0488,2.3684,590.6824
Processed,10.2172,16.4892,28.4524,19.6452,FL-1000059,AF020M,South Africa,ZAF,1000059,Green,1,2017-02-23T00:00:00,2017-02-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000059&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000059&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000059,"{'type': 'Point', 'coordinates': [27.24, -25.651]}",10.2172,16.4892,28.4524,19.6452
Processed,0.0,0.1116,0.0,2.3736,FL-1000060,OC020M,Fiji,FJI,1000060,Green,1,2017-02-20T00:00:00,2017-02-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000060&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000060&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000060,"{'type': 'Point', 'coordinates': [177.453, -17.618]}",0.0,0.166,0.0,3.2948000000000004
Processed,6.2232,15.6936,13.4156,38.3852,FL-1000063,NA020M,United States of America,,1000063,Green,1,2017-02-19T00:00:00,2017-02-21T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000063&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000063&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000063,"{'type': 'Point', 'coordinates': [-119.208, 34.328]}",6.2232,15.6936,13.4156,38.3852
Processed,23.0136,403.0412,35.6584,41.1484,FL-1000062,AF020M,Mozambique,MOZ,1000062,Green,1,2017-02-16T00:00:00,2017-02-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000062&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000062&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000062,"{'type': 'Point', 'coordinates': [35.127, -24.114]}",45.770399999999995,416.838,62.6436,79.2188
Processed,3.8688,63.9848,1.2064,1223.6856,FL-1000055,AF020M,Saudi Arabia,SAU,1000055,Green,1,2017-02-14T00:00:00,2017-02-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000055&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000055&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000055,"{'type': 'Point', 'coordinates': [42.625, 16.951]}",3.8688,63.9848,1.2064,1223.6856
Processed,41.3088,83.8164,23.1664,127.0084,FL-1000056,OC020M,Indonesia,IDN,1000056,Green,1,2017-02-14T00:00:00,2017-02-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000056&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000056&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000056,"{'type': 'Point', 'coordinates': [106.925, -6.32]}",41.3088,83.8164,23.1664,127.0084
Processed,0.0,12.0696,0.4868,0.6528,FL-1000053,EU020M,France,FRA,1000053,Green,1,2017-02-14T00:00:00,2017-02-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000053&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000053&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000053,"{'type': 'Point', 'coordinates': [2.448, 43.091]}",0.0,12.0696,0.4868,0.6528
Processed,0.2488,2.5064,0.0152,0.9988,FL-1000054,OC020M,Indonesia,IDN,1000054,Green,1,2017-02-10T00:00:00,2017-02-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000054&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000054&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000054,"{'type': 'Point', 'coordinates': [116.705, -8.366]}",0.2488,2.5064,0.0152,0.9988
Processed,0.2488,2.5064,0.0152,0.9988,FL-1000050,OC020M,Indonesia,IDN,1000050,Green,1,2017-02-08T00:00:00,2017-02-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000050&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000050&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000050,"{'type': 'Point', 'coordinates': [115.376, -8.391]}",0.2488,2.5064,0.0152,0.9988
Processed,3.5584,11.5552,4.9936,4.7872,FL-1000051,AF020M,Malawi,MWI,1000051,Green,1,2017-02-10T00:00:00,2017-02-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000051&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000051&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000051,"{'type': 'Point', 'coordinates': [33.789, -13.955]}",3.5584,11.5552,4.9936,4.7872
Processed,31.3204,39.7428,44.05,110.9612,FL-1000052,OC020M,Australia,AUS,1000052,Green,1,2017-02-11T00:00:00,2017-02-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000052&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000052&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000052,"{'type': 'Point', 'coordinates': [121.864, -33.831]}",31.3204,39.7428,44.05,110.9612
Processed,1.3192,8.74,7.126,39.6016,FL-1000075,SA020M,Colombia,COL,1000075,orange,2,2017-04-01T00:00:00,2017-04-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000075&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000075&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000075,"{'type': 'Point', 'coordinates': [-76.643, 1.138]}",1.3192,8.74,7.126,39.6016
Processed,844.8416,834.6704,907.6396,904.57,FL-1000074,OC020M,Australia,AUS,1000074,green,1,2017-03-27T00:00:00,2017-03-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000074&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000074&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000074,"{'type': 'Point', 'coordinates': [148.864, -23.073]}",1113.388,1080.7532,1193.9836,1195.8204
Processed,9.7744,78.9732,55.0316,645.556,FL-1000072,SA020M,Peru,PER,1000072,orange,2,2017-03-03T00:00:00,2017-03-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000072&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1000072&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000072,"{'type': 'Point', 'coordinates': [-75.423, -11.904]}",10.0884,183.57920000000001,80.7332,950.1688
Processed,96.0032,225.9148,150.8984,126.6764,FL-1000070,AF020M,Madagascar,MDG,1000070,Orange,2,2017-03-07T00:00:00,2017-03-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000070&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000070&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000070,"{'type': 'Point', 'coordinates': [49.181, -16.91]}",196.2932,267.32480000000004,298.86,265.1556
Processed,9.792,87.658,17.736,24.412,FL-1000067,OC020M,Indonesia,IDN,1000067,Green,1,2017-03-04T00:00:00,2017-03-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000067&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000067&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000067,"{'type': 'Point', 'coordinates': [100.437, -0.022]}",13.1844,89.9872,31.2804,43.117599999999996
Processed,0.0,0.194,0.0,0.8948,FL-1000068,OC020M,Philippines,PHL,1000068,Green,1,2017-03-09T00:00:00,2017-03-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000068&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000068&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000068,"{'type': 'Point', 'coordinates': [124.47, 6.088]}",0.0,0.194,0.0,0.8948
Processed,766.8676,511.1548,987.4384,1702.1952,FL-1000084,NA020M,United States of America,,1000084,green,1,2017-04-28T00:00:00,2017-05-05T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000084&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000084&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000084,"{'type': 'Point', 'coordinates': [-90.634, 37.024]}",2159.8188,1176.4772,2609.1304,3445.1936
Processed,6.3368,29.414,4.2728,59.0528,FL-1000083,NA020M,United States of America,,1000083,green,1,2017-04-26T00:00:00,2017-04-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000083&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000083&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000083,"{'type': 'Point', 'coordinates': [-77.645, 35.441]}",6.3368,29.414,4.2728,59.0528
Processed,28.1212,184.9696,32.3608,34.6704,FL-1000081,NA020M,Dominican Republic,DOM,1000081,green,1,2017-04-22T00:00:00,2017-04-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000081&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000081&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000081,"{'type': 'Point', 'coordinates': [-70.623, 18.594]}",28.1212,185.13920000000002,32.3608,34.6704
Processed,4.4948,22.0944,6.1696,14.404,FL-1000082,NA020M,Haiti,HTI,1000082,green,1,2017-04-23T00:00:00,2017-04-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000082&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000082&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000082,"{'type': 'Point', 'coordinates': [-74.167, 18.396]}",7.103199999999999,27.205599999999997,10.588799999999999,14.9824
Processed,0.0,2.1604,0.0,0.226,FL-1000079,OC020M,Vanuatu,VUT,1000079,green,1,2017-04-08T00:00:00,2017-04-09T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000079&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000079&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000079,"{'type': 'Point', 'coordinates': [168.352, -17.647]}",0.0,2.1604,0.0,0.226
Processed,32.05,90.478,51.1472,71.2732,FL-1000080,OC020M,Indonesia,IDN,1000080,green,1,2017-04-04T00:00:00,2017-04-09T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000080&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000080&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000080,"{'type': 'Point', 'coordinates': [112.708, -7.989]}",32.05,90.478,51.1472,71.2732
Processed,5.5376,46.2516,18.0412,19.9636,FL-1000076,OC020M,New Zealand,NZL,1000076,green,1,2017-04-03T00:00:00,2017-04-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000076&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000076&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000076,"{'type': 'Point', 'coordinates': [176.205, -37.647]}",11.293199999999999,58.322,28.616,61.8056
Processed,11.0488,63.3,0.0,40.7996,FL-1000077,AF020M,Malawi,MWI,1000077,green,1,2017-04-02T00:00:00,2017-04-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000077&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000077&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000077,"{'type': 'Point', 'coordinates': [33.894, -9.975]}",11.0488,63.3,0.0,40.7996
Processed,1.6488,4.2992,3.5964,10.9012,FL-1000090,NA020M,Mexico,MEX,1000090,green,1,2017-06-01T00:00:00,2017-06-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000090&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000090&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000090,"{'type': 'Point', 'coordinates': [-96.429, 15.931]}",1.6488,8.3188,3.5964,10.9012
Processed,1985.0452,904.3636,2677.4408,2583.9948,FL-1000089,AS020M,Bangladesh,BGD,1000089,green,1,2017-05-30T00:00:00,2017-06-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000089&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000089&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000089,"{'type': 'Point', 'coordinates': [91.963, 22.121]}",2395.0244000000002,1363.5052,3003.16,3130.0704
Processed,7.9256,69.1888,8.6684,14.1764,FL-1000087,SA020M,Brazil,BRA,1000087,green,1,2017-05-28T00:00:00,2017-05-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000087&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000087&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000087,"{'type': 'Point', 'coordinates': [-35.768, -8.277]}",7.9256,69.4668,8.6684,14.1764
Processed,3.3768,20.2568,7.2148,24.3928,FL-1000086,AS020M,Sri Lanka,LKA,1000086,orange,2,2017-05-25T00:00:00,2017-05-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000086&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000086&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000086,"{'type': 'Point', 'coordinates': [80.614, 6.59]}",3.3768,23.266399999999997,7.2296000000000005,28.5608
Processed,3.6812,16.4204,15.8648,63.9656,FL-1000085,NA020M,Canada,CAN,1000085,green,1,2017-05-06T00:00:00,2017-05-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000085&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000085&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000085,"{'type': 'Point', 'coordinates': [-74.605, 45.558]}",3.6812,16.4204,15.8648,63.9656
Processed,3788.9756,2843.2192,4905.0092,11043.1632,FL-1000104,AS020M,Pakistan,PAK,1000104,green,1,2017-06-26T00:00:00,2017-07-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000104&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000104&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000104,"{'type': 'Point', 'coordinates': [69.236, 29.438]}",5297.2744,4990.5868,10182.169600000001,45283.588800000005
Processed,2731.7152,2843.2192,4437.794,8157.0008,FL-1000106,AS020M,India,IND,1000106,Green,1,2017-06-28T00:00:00,2017-07-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000106&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000106&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000106,"{'type': 'Point', 'coordinates': [80.227, 25.167]}",5553.202,5389.6316,9093.015599999999,23925.5224
Processed,454.2192,478.7292,1324.7496,563.992,FL-1000132,AS020M,China,CHN,1000132,Green,1,2017-07-01T00:00:00,2017-07-04T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000132&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000132&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000132,"{'type': 'Point', 'coordinates': [108.95, 29.62]}",511.63640000000004,761.5695999999999,1605.5284000000001,1088.014
Processed,102.034,333.0996,364.7372,835.0288,FL-1000103,AS020M,Nepal,NPL,1000103,Green,1,2017-06-29T00:00:00,2017-07-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000103&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000103&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000103,"{'type': 'Point', 'coordinates': [84.44, 28.148]}",205.4788,570.4104,599.434,1261.102
Processed,22.2684,60.1576,19.2968,119.8116,FL-1000107,EU020M,Poland,POL,1000107,Green,1,2017-06-28T00:00:00,2017-06-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000107&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000107&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000107,"{'type': 'Point', 'coordinates': [17.97, 52.595]}",39.2624,213.6372,35.3012,280.6388
Processed,2731.7152,2394.7032,4437.794,8121.7076,FL-1000102,AS020M,Pakistan,PAK,1000102,Green,1,2017-06-26T00:00:00,2017-06-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000102&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000102&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000102,"{'type': 'Point', 'coordinates': [69.176, 30.516]}",3872.0272,3399.3743999999997,6393.188,22938.2288
Processed,236.854,289.7676,1532.2712,371.6052,FL-1000101,AS020M,China,CHN,1000101,Green,1,2017-06-22T00:00:00,2017-06-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000101&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000101&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000101,"{'type': 'Point', 'coordinates': [113.432, 28.775]}",331.66440000000006,330.50079999999997,1580.0588,548.5144
Processed,0.098,3.988,0.2596,26.308,FL-1000100,AS020M,China,CHN,1000100,Green,1,2017-06-24T00:00:00,2017-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000100&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000100&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000100,"{'type': 'Point', 'coordinates': [103.652, 32.066]}",0.098,3.988,0.2596,26.308
Processed,56.7932,647.1096,191.0992,93.1008,FL-1000099,NA020M,Guatemala,GTM,1000099,green,1,2017-06-19T00:00:00,2017-06-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000099&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000099&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000099,"{'type': 'Point', 'coordinates': [-90.46, 16.19]}",57.5632,696.7988,191.0992,100.55720000000001
Processed,19.082,49.6892,41.1776,51.4452,FL-1000098,NA020M,El Salvador,SLV,1000098,Green,1,2017-06-17T00:00:00,2017-06-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000098&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000098&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000098,"{'type': 'Point', 'coordinates': [-88.921, 13.694]}",19.082,52.7356,41.1776,51.4452
